NHM specimen number,Image filename,View,Species,Subspecies,Sex,Additional taxonomic information (from specimen labels),Type Status,Hybrid status of additional taxonomic information,Included in reduced dataset,Locality,Locality latitude,Locality longitude
10428062,10428062_V_lowres.tif,ventral,melpomene,cythera,male,cythera,,valid subspecies,1,Bolivia COUNTRY,,
10428353,10428353_V_lowres.tif,ventral,melpomene,thelxiopeia,male,thelxiopeia,,valid subspecies,1,St Jean du Maroni FRG LM,5.4,-54.08333333
10428103,10428103_V_lowres.tif,ventral,melpomene,xenoclea,male,batesi,ST,subspecies synonym,1,Bolivia COUNTRY,,
10428222,10428222_D_lowres.tif,dorsal,melpomene,ecuadorensis,female,f._ecuadorensis,,subspecies synonym,1,Zamora ECD ZC,-4.066666667,-78.96666667
10428067,10428067_D_lowres.tif,dorsal,melpomene,cythera,female,cythera,,valid subspecies,1,Bolivia COUNTRY,,
10428921,10428921_D_lowres.tif,dorsal,erato,cyrbia,female,f._cyrbia,,subspecies synonym,1,no data,,
10428581,10428581_V_lowres.tif,ventral,erato,phyllis,female,f._diffluens,,subspecies synonym,1,Guayas ECD,,
10428731,10428731_V_lowres.tif,ventral,erato,hydara,male,ab._tristis,,hybrid,0,Rey Isla del PAN PA,8.355436111,-78.90127778
10428878,10428878_V_lowres.tif,ventral,erato,cyrbia,male,f._cyrbia,,subspecies synonym,1,no data,,
10428529,10428529_V_lowres.tif,ventral,erato,amphitrite,male,f._sperata_hyb.,,hybrid,0,Rio Mamore prov Sara BOL SC,-17.25,-63.75
10428871,10428871_V_lowres.tif,ventral,erato,cyrbia,male,cyrbia,,valid subspecies,1,Paramba ECD IM,0.816666667,-78.35
10429178,10429178_D_lowres.tif,dorsal,erato,petiverana,male,petiverana,,valid subspecies,1,Cachi CRI CA,9.833333332999999,-83.8
10428702,10428702_D_lowres.tif,dorsal,erato,amalfreda,male,ab._leda_hyb,,hybrid,0,Berg - en - Dal SUR BR,5.15,-55.06666667
10429222,10429222_V_lowres.tif,ventral,erato,petiverana,male,petiverana,,valid subspecies,1,Empire PAN CZ,9.066666667,-79.66666667
10428391,10428391_D_lowres.tif,dorsal,melpomene,melpomene,male,ab._collis,,hybrid,0,St Laurent du Maroni FRG LM,5.5,-54.03333333
10428887,10428887_V_lowres.tif,ventral,erato,cyrbia,male,f._cyrbia,,subspecies synonym,1,Quevedo ECD LR,-1.5833333330000001,-77.75
10428097,10428097_D_lowres.tif,dorsal,melpomene,xenoclea,female,f._xenoclea,,subspecies synonym,1,Perene Rio PER JU,-11.15,-74.3
10427976,10427976_D_lowres.tif,dorsal,melpomene,rosina,male,rosina,ST?,valid subspecies,1,Colombiana CRI LI,5.216666667,-76.65
10428178,10428178_V_lowres.tif,ventral,melpomene,plesseni,female,f._pura,,subspecies synonym,1,Canelos ECD PA,-1.5833333330000001,-77.75
10429085,10429085_V_lowres.tif,ventral,erato,luscombei,male,luscombei,PT,valid subspecies,1,Puerto Maldonado PER MD,-12.6,-69.18333333
10428026,10428026_D_lowres.tif,dorsal,melpomene,vulcanus,female,vulcanus,,valid subspecies,1,Esmeraldas ECD ES,0.9833333329999999,-79.7
10428525,10428525_V_lowres.tif,ventral,erato,phyllis,male,amatus,,hybrid,0,Grande Rio BOL,-17.25,-62.75
10428942,10428942_D_lowres.tif,dorsal,erato,microclea,female,f._microclea,,subspecies synonym,1,no data,,
10429218,10429218_D_lowres.tif,dorsal,erato,petiverana,female,petiverana,,valid subspecies,1,Balboa PAN PA,8.95,-79.56666667
10428693,10428693_V_lowres.tif,ventral,erato,hydara,female,coralii_hyb,ST,hybrid,0,Serpa BRA AM,-3.166666667,-58.26666667
10428102,10428102_D_lowres.tif,dorsal,melpomene,xenoclea,male,f._xenoclea,,subspecies synonym,1,Bolivia COUNTRY,,
10428159,10428159_D_lowres.tif,dorsal,melpomene,plesseni,female,f._rubicunda,,subspecies synonym,1,Canelos ECD PA,-1.5833333330000001,-77.75
10429221,10429221_V_lowres.tif,ventral,erato,petiverana,male,petiverana,,valid subspecies,1,Monte Lirio PAN CZ,9.233333333,-79.85
10428123,10428123_V_lowres.tif,ventral,melpomene,aglaope,female,riffarthi_hyb.,ST,hybrid,0,Ucayali Rio PER LO,-4.466666667,-73.51666667
10428978,10428978_D_lowres.tif,dorsal,erato,petiverana,male,petiverana,,valid subspecies,1,no data,,
10429064,10429064_V_lowres.tif,ventral,erato,etylus,male,f._etylus,,subspecies synonym,1,San Felipe GUA,15.29027778,-89.14638889
10428172,10428172_D_lowres.tif,dorsal,melpomene,plesseni,female,f._pura,ST,subspecies synonym,1,Pastaza Rio Upper ECD PA,-1.538391667,-78.06732222
10429077,10429077_D_lowres.tif,dorsal,erato,emma,male,emma,,valid subspecies,1,Lago Agrio ECD SU,-1.5833333330000001,-77.75
10428289,10428289_V_lowres.tif,ventral,melpomene,amandus,male,penelope_f._amandoides_hyb.,,hybrid,0,Grande Rio BOL,-17.25,-62.75
10428390,10428390_V_lowres.tif,ventral,melpomene,melpomene,female,ab._primus_hyb.,,hybrid,0,Nouveau Chantier FRG LM,5.55,-53.93333333
10428319,10428319_D_lowres.tif,dorsal,melpomene,nanna,male,nanna,,valid subspecies,1,Espirito Santo BRA ES,-20.33333333,-40.28333333
10428036,10428036_V_lowres.tif,ventral,melpomene,cythera,male,ab._modesta,,hybrid,0,Perene Rio PER JU,-11.15,-74.3
10429106,10429106_D_lowres.tif,dorsal,erato,emma,female,emma,,valid subspecies,1,Inambari PER PU,14.38305556,-90.86638889
10428050,10428050_D_lowres.tif,dorsal,melpomene,cythera,female,vulcanus_sticheli,,hybrid,0,Paramba ECD IM,0.816666667,-78.35
10428806,10428806_D_lowres.tif,dorsal,erato,hydara,male,hydara,,valid subspecies,1,Mexico  COUNTRY,,
10429094,10429094_D_lowres.tif,dorsal,erato,luscombei,female,luscombei,,valid subspecies,1,Pebas PER LO,-3.316666667,-71.85
10428041,10428041_V_lowres.tif,ventral,melpomene,cythera,male,vulcanus_sticheli,ST,hybrid,0,Paramba ECD IM,0.816666667,-78.35
10428773,10428773_D_lowres.tif,dorsal,erato,hydara,male,f._hydara,,subspecies synonym,1,Chili Rio COL TO,4.119722222,-75.25944444
10428685,10428685_V_lowres.tif,ventral,erato,hydara,male,coralii_hyb,,hybrid,0,Obidos BRA PA,-1.9,-55.51666667
10429017,10429017_D_lowres.tif,dorsal,erato,notabilis,female,f._notabilis,,subspecies synonym,1,Peru  COUNTRY,,
10428249,10428249_V_lowres.tif,ventral,melpomene,schunkei,male,ab._rubra,,subspecies synonym,1,Yahuarmayo (Rio) PER PU,-13.3,-70.3
10428329,10428329_D_lowres.tif,dorsal,melpomene,thelxiopeia,male,thelxiopeia,,valid subspecies,1,Bas Maroni FRG LM,5.25,-54.25
10428133,10428133_V_lowres.tif,ventral,melpomene,amaryllis,female,melpophylla_hyb.,,hybrid,0,Yumbatos PER SM,-6.316666667000001,-76.28333333
10428677,10428677_V_lowres.tif,ventral,erato,erato,female,f._fumata,,hybrid,0,Maroni Lower FRG,5.25,-54.25
10428496,10428496_V_lowres.tif,ventral,erato,phyllis,male,f._phyllidis,,subspecies synonym,1,Santa Cruz de la Sierra BOL SC,-17.8,-63.16666667
10428416,10428416_D_lowres.tif,dorsal,melpomene,melpomene,female,f._melpomene,,subspecies synonym,1,Madeira Lower Rio BRA AM,-5.75,-61.25
10428660,10428660_V_lowres.tif,ventral,erato,erato,male,erato,,valid subspecies,1,St Laurent du Maroni FRG LM,5.5,-54.03333333
10427985,10427985_D_lowres.tif,dorsal,melpomene,rosina,female,rosina,,valid subspecies,1,Turrialba CRI CA,9.883333333,-83.63333333
10429119,10429119_D_lowres.tif,dorsal,erato,lativitta,female,f._lativitta,,subspecies synonym,1,Guajara-Mirim BOL BE,-10.8,-65.38333333
10429084,10429084_D_lowres.tif,dorsal,erato,emma,female,emma,ST,valid subspecies,1,Archidona ECD NA,-1.5833333330000001,-77.75
10428722,10428722_D_lowres.tif,dorsal,erato,erato,female,f._fuliginosa,,subspecies synonym,1,Berg - en - Dal SUR BR,5.15,-55.06666667
10428018,10428018_D_lowres.tif,dorsal,melpomene,vulcanus,male,vulcanus,ST,valid subspecies,1,Bogota COL CU,,
10429104,10429104_D_lowres.tif,dorsal,erato,emma,male,emma,,valid subspecies,1,Pozuzo  PER PA,-10.11666667,-75.53333333
10428700,10428700_V_lowres.tif,ventral,erato,erato,male,oberthurii_hyb,,hybrid,0,Berg - en - Dal SUR BR,5.15,-55.06666667
10428954,10428954_V_lowres.tif,ventral,erato,petiverana,female,petiverana,,valid subspecies,1,Vera Cruz MEX VC,19.2,-96.13333333
10429100,10429100_D_lowres.tif,dorsal,erato,luscombei,female,luscombei,,valid subspecies,1,San Gaban PER PU,-13.43333333,-70.38333333
10429168,10429168_D_lowres.tif,dorsal,erato,petiverana,female,petiverana,,valid subspecies,1,Tela HON AT,15.78333333,-87.45
10429047,10429047_D_lowres.tif,dorsal,erato,lativitta,male,f._feyeri,,hybrid,0,Rio Negro COL,4.25,-73.75
10428098,10428098_V_lowres.tif,ventral,melpomene,xenoclea,female,f._xenoclea,,subspecies synonym,1,San Remon PER,-11.13333333,-75.35
10428328,10428328_D_lowres.tif,dorsal,melpomene,nanna,female,nanna,ST,valid subspecies,1,Espirito Santo BRA ES,-20.33333333,-40.28333333
10428822,10428822_D_lowres.tif,dorsal,erato,hydara,male,f._hydara,,subspecies synonym,1,Las Quiguas VEN CA,10.38333333,-68.01666667
10428482,10428482_V_lowres.tif,ventral,melpomene,vulcanus,male,f._fumosa_part.,,hybrid,0,Ecuador  COUNTRY,,
10428553,10428553_V_lowres.tif,ventral,erato,phyllis,female,anacreon,,hybrid,0,Rio Mamore prov Sara BOL SC,-17.25,-63.75
10428662,10428662_V_lowres.tif,ventral,erato,erato,male,erato,,valid subspecies,1,St Jean du Maroni FRG LM,5.4,-54.08333333
10428011,10428011_V_lowres.tif,ventral,melpomene,rosina,male,rosina,,valid subspecies,1,Bogota COL CU,,
10428419,10428419_V_lowres.tif,ventral,melpomene,melpomene,female,f._melpomene,,subspecies synonym,1,Juhuty BRA AM,-3.683333333,-56.56666667
10428857,10428857_D_lowres.tif,dorsal,erato,cyrbia,male,cyrbia,,valid subspecies,1,Balzapamba ECD BO,-1.783333333,-79.16666667
10428037,10428037_D_lowres.tif,dorsal,melpomene,cythera,male,vulcanus_sticheli,,hybrid,0,Paramba ECD IM,0.816666667,-78.35
10428675,10428675_V_lowres.tif,ventral,erato,erato,male,tellus_hyb.,HT,hybrid,0,Cayenne FRG CY,4.933333333,-52.33333333
10428540,10428540_V_lowres.tif,ventral,erato,phyllis,male,anacreon,,hybrid,0,Santa Cruz de la Sierra BOL SC,-17.8,-63.16666667
10428597,10428597_D_lowres.tif,dorsal,erato,phyllis,male,f._phyllis,,subspecies synonym,1,Guazacapan GUA,14.06666667,-90.41666667
10428175,10428175_D_lowres.tif,dorsal,melpomene,plesseni,female,microclea_virgo,HT,subspecies synonym,1,Canelos ECD PA,-1.5833333330000001,-77.75
10428603,10428603_V_lowres.tif,ventral,erato,phyllis,male,f._phyllis,,subspecies synonym,1,Cordoba nr Arias ARG,-33.63333333,-62.41666667
10428443,10428443_D_lowres.tif,dorsal,melpomene,melpomene,female,var._hippolyte_hyb.,,hybrid,0,Cuyaba- Coramba River system,-17.316667000000002,-56.7
10428010,10428010_V_lowres.tif,ventral,melpomene,rosina,male,rosina,,valid subspecies,1,Bogota a Buenaventura COL ??,,
10428441,10428441_D_lowres.tif,dorsal,melpomene,melpomene,female,ab._atrosecta,,subspecies synonym,0,Obidos BRA PA,-1.9,-55.51666667
10428808,10428808_V_lowres.tif,ventral,erato,hydara,male,hydara,,valid subspecies,1,Misiones PROVINCE,,
10428380,10428380_D_lowres.tif,dorsal,melpomene,melpomene,male,f._luteipicta_hyb.,ST,hybrid,0,St Laurent du Maroni FRG LM,5.5,-54.03333333
10428666,10428666_D_lowres.tif,dorsal,erato,erato,female,f._erato,,subspecies synonym,1,St Laurent du Maroni FRG LM,5.5,-54.03333333
10428282,10428282_V_lowres.tif,ventral,melpomene,aglaope,male,aglaope,,valid subspecies,1,Madre de Dios Rio Alto PER CU,-12.26666667,-70.93333333
10428343,10428343_V_lowres.tif,ventral,melpomene,thelxiopeia,male,f._thelxiopeia,,subspecies synonym,1,St Laurent du Maroni FRG LM,5.5,-54.03333333
10429168,10429168_V_lowres.tif,ventral,erato,petiverana,female,petiverana,,valid subspecies,1,Tela HON AT,15.78333333,-87.45
10428433,10428433_V_lowres.tif,ventral,melpomene,melpomene,male,ab._atrosecta,ST,subspecies synonym,1,Obidos BRA PA,-1.9,-55.51666667
10428130,10428130_V_lowres.tif,ventral,melpomene,amaryllis,male,melpophylla_hyb.,,hybrid,0,Huambo PER AM,-6.566666667000001,-77.38333333
10428423,10428423_D_lowres.tif,dorsal,melpomene,melpomene,female,f._melpomene,,subspecies synonym,1,Santarem BRA PA,-2.433333333,-54.71666667
10428236,10428236_V_lowres.tif,ventral,melpomene,ecuadorensis,female,f._ecuadorensis,,subspecies synonym,1,Macas ECD MS,-2.316666667,-78.11666667
10428620,10428620_V_lowres.tif,ventral,erato,phyllis,male,f._phyllis,,subspecies synonym,1,Santa Maria BRA RS,-29.68333333,-53.8
10428413,10428413_D_lowres.tif,dorsal,melpomene,melpomene,male,f._melpomene,,subspecies synonym,1,Barreiros de Curua 50 km east of Santarem,-2.39095,-54.09458611
10428713,10428713_D_lowres.tif,dorsal,erato,erato,male,f._erato,,subspecies synonym,1,Itaituba - Obidos BRA PA,-4.283333333,-55.98333333
10428076,10428076_V_lowres.tif,ventral,melpomene,xenoclea,male,var._confluens_hyb.,,hybrid,0,Inca Perene PER JU,-10.88333333,-75.21666667
10429251,10429251_V_lowres.tif,ventral,erato,demophoon,female,demophoon,,valid subspecies,1,,,
10429202,10429202_V_lowres.tif,ventral,erato,petiverana,male,petiverana,,valid subspecies,1,Bugaba PAN CQ,8.483333333,-82.61666667
10428548,10428548_D_lowres.tif,dorsal,erato,venustus,male,ab._Ottonis,,hybrid,0,Santa Cruz de la Sierra BOL SC,-17.8,-63.16666667
10428925,10428925_D_lowres.tif,dorsal,erato,cyrbia,female,f._cyrbia,,subspecies synonym,1,Zamora ECD ZC,-4.066666667,-78.96666667
10428133,10428133_D_lowres.tif,dorsal,melpomene,amaryllis,female,melpophylla_hyb.,,hybrid,0,Yumbatos PER SM,-6.316666667000001,-76.28333333
10428601,10428601_D_lowres.tif,dorsal,erato,phyllis,male,f._phyllis,,subspecies synonym,1,Corrientes ARG CO,-27.46666667,-58.83333333
10428594,10428594_D_lowres.tif,dorsal,erato,phyllis,male,f._anaitis,,hybrid,0,Sapucay PAR PA,-25.66666667,-56.91666667
10428312,10428312_D_lowres.tif,dorsal,melpomene,burchelli,female,burchelli,,valid subspecies,1,Melguira BRA MO,-14.53333333,-56.31666667
10427969,10427969_D_lowres.tif,dorsal,melpomene,vulcanus,male,f._fumosa_hyb.,,hybrid,0,Muzo COL BY,5.533333333,-74.1
10428176,10428176_V_lowres.tif,ventral,melpomene,plesseni,female,f._corona,,subspecies synonym,1,Zamora ECD ZC,-4.066666667,-78.96666667
10429231,10429231_V_lowres.tif,ventral,erato,petiverana,male,petiverana,,valid subspecies,1,Puerto Berrio COL AN,6.533333333,-74.4
10428821,10428821_D_lowres.tif,dorsal,erato,hydara,female,f._hydara,,subspecies synonym,1,San Esteban VEN CA,10.43333333,-68.01666667
10428790,10428790_D_lowres.tif,dorsal,erato,hydara,male,f._hydara,,subspecies synonym,1,Muzo COL BY,5.533333333,-74.1
10428242,10428242_V_lowres.tif,ventral,melpomene,aglaope,male,f._cognata,ST,subspecies synonym,1,Pozuzo  PER PA,-10.11666667,-75.53333333
10429186,10429186_V_lowres.tif,ventral,erato,petiverana,female,petiverana,,valid subspecies,1,Cachi CRI CA,9.833333332999999,-83.8
10428149,10428149_V_lowres.tif,ventral,melpomene,plesseni,female,plesseni,,valid subspecies,1,Canelos ECD PA,-1.5833333330000001,-77.75
10428782,10428782_D_lowres.tif,dorsal,erato,hydara,female,f._hydara,,subspecies synonym,1,Chili Rio COL TO,4.119722222,-75.25944444
10428883,10428883_D_lowres.tif,dorsal,erato,cyrbia,male,f._cyrbia,,subspecies synonym,1,Palmar ECD MA,-1.5833333330000001,-77.75
10429152,10429152_D_lowres.tif,dorsal,erato,dignus,female,f._problemata,ST,hybrid,0,Mocoa COL PU,1.15,-76.61666667
10428497,10428497_D_lowres.tif,dorsal,erato,phyllis,male,f._phyllidis,,subspecies synonym,1,Bueyes BOL SC,-17.8,-63.16666667
10428799,10428799_V_lowres.tif,ventral,erato,hydara,female,f._hydara,,subspecies synonym,1,Muzo COL BY,5.533333333,-74.1
10428640,10428640_D_lowres.tif,dorsal,erato,amalfreda,male,ab._leda_hyb,,hybrid,0,St Jean du Maroni FRG LM,5.4,-54.08333333
10428795,10428795_D_lowres.tif,dorsal,erato,hydara,female,f._hydara,,subspecies synonym,1,Honda COL TO,5.2,-74.75
10429130,10429130_D_lowres.tif,dorsal,erato,lativitta,male,f._lativitta,ST,subspecies synonym,1,Boa Vista - Rio Maderia BRA AM,-5.1,-60.4
10428804,10428804_V_lowres.tif,ventral,erato,guarica,female,guarica,,valid subspecies,1,Bogota - Pandi COL CN,4.339611111,-74.36422222
10428009,10428009_V_lowres.tif,ventral,melpomene,rosina,male,rosina,,valid subspecies,1,Belize COUNTRY,,
10428746,10428746_V_lowres.tif,ventral,erato,hydara,female,ab._tristis,,hybrid,0,Monte Lirio PAN CZ,9.233333333,-79.85
10428490,10428490_D_lowres.tif,dorsal,erato,phyllis,male,phyllis,,valid subspecies,1,Grande Rio BOL,-17.25,-62.75
10428944,10428944_V_lowres.tif,ventral,erato,petiverana,male,petiverana,,valid subspecies,1,Cordoba region MEX VC,18.88333333,-96.93333333
10428886,10428886_D_lowres.tif,dorsal,erato,cyrbia,male,f._cyrbia,,subspecies synonym,1,Santa Ana Maria ECD LR,-1.5833333330000001,-77.75
10428653,10428653_D_lowres.tif,dorsal,erato,erato,male,ab._constricta,,hybrid,0,St Jean du Maroni FRG LM,5.4,-54.08333333
10428155,10428155_D_lowres.tif,dorsal,melpomene,plesseni,male,f._corona,,subspecies synonym,1,Canelos ECD PA,-1.5833333330000001,-77.75
10428773,10428773_V_lowres.tif,ventral,erato,hydara,male,f._hydara,,subspecies synonym,1,Chili Rio COL TO,4.119722222,-75.25944444
10429034,10429034_V_lowres.tif,ventral,erato,notabilis,female,radiata_hyb.,,hybrid,0,Pastaza Rio Upper ECD,-1.25,-78.25
10429001,10429001_D_lowres.tif,dorsal,erato,favorinus,male,favorinus,,valid subspecies,1,Moyobamba PER SM,-6.033333333,-76.96666667
10428826,10428826_D_lowres.tif,dorsal,erato,hydara,male,f._hydara,,subspecies synonym,1,La Guaira VEN DF,10.6,-66.93333333
10428810,10428810_D_lowres.tif,dorsal,erato,hydara,male,hydara,,valid subspecies,1,Motagua Valley GUA,14.91141111,-90.04869722
10428738,10428738_V_lowres.tif,ventral,erato,hydara,male,ab._tristis,,hybrid,0,Chiriqui PAN CQ,8.383333333,-82.33333333
10428920,10428920_V_lowres.tif,ventral,erato,cyrbia,female,f._cyrbia,,subspecies synonym,1,no data,,
10428982,10428982_D_lowres.tif,dorsal,erato,petiverana,male,petiverana,,valid subspecies,1,Panama  COUNTRY,,
10428144,10428144_V_lowres.tif,ventral,melpomene,plesseni,male,plesseni,,valid subspecies,1,Alpayacu ECD PA,-1.466666667,-78.11666667
10428007,10428007_D_lowres.tif,dorsal,melpomene,rosina,male,rosina,,valid subspecies,0,Barrios GUA,15.71666667,-88.6
10428093,10428093_D_lowres.tif,dorsal,melpomene,xenoclea,male,f._xenoclea,,subspecies synonym,1,Perene Rio PER JU,-11.15,-74.3
10428645,10428645_V_lowres.tif,ventral,erato,amalfreda,male,f._latiflava,,hybrid,0,Guatil Piris CR ??,-1.5833333330000001,-77.75
10428468,10428468_V_lowres.tif,ventral,melpomene,vulcanus,male,f._fumosa_hyb.,,hybrid,0,Cananche COL BY,5.588333333,-74.28611111
10429166,10429166_V_lowres.tif,ventral,erato,petiverana,female,petiverana,,valid subspecies,1,Tegucigalpa HON FM,14.1,-87.21666667
10429048,10429048_V_lowres.tif,ventral,erato,lativitta,male,lativitta,,valid subspecies,0,Rio Putu Mayo Colombia??,,
10428993,10428993_V_lowres.tif,ventral,erato,petiverana,female,petiverana,,valid subspecies,1,Peru  COUNTRY,,
10428328,10428328_V_lowres.tif,ventral,melpomene,nanna,female,nanna,ST,valid subspecies,1,Espirito Santo BRA ES,-20.33333333,-40.28333333
10428760,10428760_D_lowres.tif,dorsal,erato,hydara,female,f._hydara,,subspecies synonym,1,Los Clavos Rio COL EC,10.16666667,-73.41666667
10429195,10429195_D_lowres.tif,dorsal,erato,petiverana,male,petiverana,,valid subspecies,1,Poas Volcan CRI AL,10.18333333,-84.21666667
10428193,10428193_D_lowres.tif,dorsal,melpomene,plesseni,male,unimaculata,ST,hybrid,0,Canelos ECD PA,-1.5833333330000001,-77.75
10429131,10429131_V_lowres.tif,ventral,erato,lativitta,male,f._lativitta,,subspecies synonym,1,Porto Velho dist. BRA RO,-8.866666667,-64.05
10428479,10428479_V_lowres.tif,ventral,melpomene,vulcanus,male,f._fumosa_part.,,hybrid,0,Ecuador  COUNTRY,,
10428363,10428363_V_lowres.tif,ventral,melpomene,thelxiopeia,female,thelxiopeia,,valid subspecies,1,St Jean du Maroni FRG LM,5.4,-54.08333333
10428686,10428686_D_lowres.tif,dorsal,erato,hydara,male,coralii_hyb,,hybrid,0,Cameta BRA PA,-2.25,-49.5
10428977,10428977_V_lowres.tif,ventral,erato,petiverana,male,petiverana,,valid subspecies,1,no data,,
10429076,10429076_V_lowres.tif,ventral,erato,etylus,male,f._etylus,,subspecies synonym,1,Loja ECD LO,-4.0,-79.21666667
10428955,10428955_V_lowres.tif,ventral,erato,petiverana,female,petiverana,,valid subspecies,1,Atoyac MEX VC,17.2,-100.4333333
10428673,10428673_V_lowres.tif,ventral,erato,erato,male,tellus_hyb.,,hybrid,0,Nouveau Chantier FRG LM,5.55,-53.93333333
10428658,10428658_D_lowres.tif,dorsal,erato,erato,male,f._erato,,subspecies synonym,1,St Laurent du Maroni FRG LM,5.5,-54.03333333
10428820,10428820_V_lowres.tif,ventral,erato,hydara,female,f._hydara,,subspecies synonym,1,Muchuchachi VEN ME,8.15,-71.33333333
10428714,10428714_D_lowres.tif,dorsal,erato,erato,male,f._erato,,subspecies synonym,1,Aroewarwa Creek SUR MW,5.233333333,-54.31666667
10428715,10428715_D_lowres.tif,dorsal,erato,erato,male,f._erato,NT,subspecies synonym,1,Berg - en - Dal SUR BR,5.15,-55.06666667
10429043,10429043_D_lowres.tif,dorsal,erato,notabilis,female,f._rothschildi_hyb.,,hybrid,0,Rio Negro  COL,4.25,-73.75
10428295,10428295_D_lowres.tif,dorsal,melpomene,amandus,male,aphrodyte_hyb.,,hybrid,0,Cochabamba BOL CO,,
10428699,10428699_V_lowres.tif,ventral,erato,amalfreda,male,ab._cybelellus,,hybrid,0,Obidos BRA PA,-1.9,-55.51666667
10429118,10429118_D_lowres.tif,dorsal,erato,lativitta,male,f._lativitta,,subspecies synonym,1,Yungas de La Paz BOL LP,-16.33333333,-66.75
10428692,10428692_D_lowres.tif,dorsal,erato,hydara,female,coralii_hyb,,hybrid,0,Obidos BRA PA,-1.9,-55.51666667
10428768,10428768_D_lowres.tif,dorsal,erato,hydara,male,f._hydara,,subspecies synonym,1,Villavicencio COL ME,4.15,-73.63333333
10428549,10428549_D_lowres.tif,dorsal,erato,venustus,male,ab._Ottonis,,hybrid,0,Santa Cruz de la Sierra BOL SC,-17.8,-63.16666667
10428723,10428723_V_lowres.tif,ventral,erato,erato,female,f._erato,,subspecies synonym,1,Saramacca River SUR BR,5.25,-55.25
10428435,10428435_V_lowres.tif,ventral,melpomene,melpomene,female,ab._atrosecta,,subspecies synonym,1,Juhuty BRA AM,-3.683333333,-56.56666667
10427972,10427972_D_lowres.tif,dorsal,melpomene,rosina,male,rosina,,valid subspecies,1,Carrillo CRI SJ,9.047222222,-73.97805556
10428909,10428909_V_lowres.tif,ventral,erato,cyrbia,male,f._cyrbia,,subspecies synonym,1,Bodegas ECD,-1.8166666669999998,-79.51666667
10429159,10429159_D_lowres.tif,dorsal,erato,petiverana,male,petiverana,,valid subspecies,1,San Pedro Sula HON CR,15.45,-88.03333333
10428560,10428560_V_lowres.tif,ventral,erato,venustus,male,f._venustus,,subspecies synonym,1,Escuintla GUA,14.3,-90.78333333
10428841,10428841_D_lowres.tif,dorsal,erato,hydara,female,f._hydara,,subspecies synonym,1,Paracotos VEN DF,10.27138889,-66.95277778
10428886,10428886_V_lowres.tif,ventral,erato,cyrbia,male,f._cyrbia,,subspecies synonym,1,Santa Ana Maria ECD LR,-1.5833333330000001,-77.75
10428689,10428689_D_lowres.tif,dorsal,erato,hydara,male,coralii_hyb,,hybrid,0,Guyana COUNTRY,,
10429110,10429110_V_lowres.tif,ventral,erato,emma,male,emma,,valid subspecies,1,Atalaya PER CU,16.38265278,-86.40318333
10428945,10428945_V_lowres.tif,ventral,erato,petiverana,male,petiverana,,valid subspecies,1,Tampico MEX TM,22.23333333,-97.85
10428872,10428872_D_lowres.tif,dorsal,erato,cyrbia,male,cyrbia,,valid subspecies,1,Paramba ECD IM,0.816666667,-78.35
10428195,10428195_V_lowres.tif,ventral,melpomene,plesseni,male,unimaculata,,hybrid,0,Canelos ECD PA,-1.5833333330000001,-77.75
10428624,10428624_D_lowres.tif,dorsal,erato,phyllis,male,f._phyllis,,subspecies synonym,1,Urucum BRA MS,-19.15,-57.63333333
10428889,10428889_D_lowres.tif,dorsal,erato,cyrbia,male,f._cyrbia,,subspecies synonym,1,Cachabe ECD ES,1.05,-78.8
10428498,10428498_V_lowres.tif,ventral,erato,phyllis,male,f._phyllidis,HT,subspecies synonym,1,Ecuador  COUNTRY,,
10428793,10428793_V_lowres.tif,ventral,erato,hydara,male,f._hydara,,subspecies synonym,1,Magdalena Valley COL,5.535277777999999,-74.10777778
10428217,10428217_D_lowres.tif,dorsal,melpomene,ecuadorensis,male,ecuadorensis,,valid subspecies,0,Canelos ECD PA,-1.5833333330000001,-77.75
10428935,10428935_V_lowres.tif,ventral,erato,microclea,male,f._microclea,,subspecies synonym,1,Pichis Road PER PA,-10.25,-74.75
10428922,10428922_D_lowres.tif,dorsal,erato,cyrbia,female,f._cyrbia,,subspecies synonym,1,Chimbo ECD CH,-2.233333333,-79.11666667
10429215,10429215_V_lowres.tif,ventral,erato,petiverana,female,petiverana,,valid subspecies,1,Veraguas PAN VE,8.866666667,-80.9
10428535,10428535_V_lowres.tif,ventral,erato,phyllis,female,f._phyllis,,subspecies synonym,1,Estancia Cooper PAR BO,-23.05,-57.71666667
10428975,10428975_D_lowres.tif,dorsal,erato,petiverana,female,petiverana,,valid subspecies,1,Ayutla MEX GU,16.9,-99.21666667
10428283,10428283_D_lowres.tif,dorsal,melpomene,aglaope,male,f._aglaope,,subspecies synonym,1,Guajara-Mirim BOL BE,-10.8,-65.38333333
10428684,10428684_V_lowres.tif,ventral,erato,hydara,male,coralii_hyb,,hybrid,0,Juhuty BRA AM,-3.683333333,-56.56666667
10428976,10428976_V_lowres.tif,ventral,erato,petiverana,female,petiverana,,valid subspecies,1,Teapa MEX TB,17.55,-92.95
10428913,10428913_D_lowres.tif,dorsal,erato,cyrbia,male,f._cyrbia,,subspecies synonym,1,Loja ECD LO,-4.0,-79.21666667
10429063,10429063_V_lowres.tif,ventral,erato,etylus,male,f._etylus,,subspecies synonym,1,Rio Verde Grande ECD TU,-1.4,-78.3
